,region,date,ano,trimestre,fgt0,fgt1,fgt2,a25,a50,a75,ingreso_promedio,ingreso_mediana,salario_minimo,kaitz_indice,time,kaitz_pre,treated,event_time,event_id,unit_id
2803,"Costa, Santo Domingo",2010-01-01,2010,1,0.388008155332385,0.138133229749716,0.0821529246092635,0.0719061877496999,0.142872060725627,0.212737368609409,136.338989234553,96.5104071913908,240.0,2.48677844166644,37,2.96043666980501,1,0,35,"Costa, Santo Domingo_e35"
2804,"Costa, Santo Domingo",2010-04-01,2010,2,0.516821930892466,0.231059570438376,0.13761291699066,0.0806424976290161,0.15956395059729,0.242624806488,104.037991177457,76.1075139748309,240.0,3.15343370799589,38,2.96043666980501,1,1,35,"Costa, Santo Domingo_e35"
2805,"Costa, Santo Domingo",2010-07-01,2010,3,0.431406734655371,0.188624163514035,0.106215604441107,0.0885012377184923,0.172605752676107,0.25197102528509,144.555311403174,110.422098134445,240.0,2.17347799086181,39,2.96043666980501,1,2,35,"Costa, Santo Domingo_e35"
2806,"Costa, Santo Domingo",2010-10-01,2010,4,0.518555846742241,0.211673499106843,0.11663438421838,0.0725364603358438,0.141704917526593,0.208411994771978,106.696033601609,77.378192801612,240.0,3.10164907334202,40,2.96043666980501,1,3,35,"Costa, Santo Domingo_e35"
2807,"Costa, Santo Domingo",2011-01-01,2011,1,0.459553118928063,0.188289408512088,0.0918941833877662,0.0760941870607411,0.14965362682639,0.219303940098049,130.439660438451,92.0591919688966,264.0,2.86772015215163,41,2.96043666980501,1,4,35,"Costa, Santo Domingo_e35"
2808,El Oro,2009-01-01,2009,1,0.343477077404261,0.109339678265444,0.0597139299490663,0.0513371756304322,0.105179515855579,0.174705042682085,121.859462426451,105.540840988302,218.0,2.06555109812099,33,2.02386694357664,0,-4,35,El Oro_e35
2809,El Oro,2009-04-01,2009,2,0.312067742981453,0.103186520839572,0.0551491833727391,0.0557642689824149,0.110027886654875,0.165253895046409,134.687280868278,105.863441462318,218.0,2.05925668945495,34,2.02386694357664,0,-3,35,El Oro_e35
2810,El Oro,2009-07-01,2009,3,0.329010718350684,0.114958627422157,0.0583111909577952,0.0792173238651802,0.152822272458157,0.222400135911177,163.599228767731,113.987034597531,218.0,1.91249821323733,35,2.02386694357664,0,-2,35,El Oro_e35
2811,El Oro,2009-10-01,2009,4,0.354157269477988,0.123796814444209,0.0612026413886401,0.0589019950099505,0.114844232000646,0.172487603139498,127.385110591892,107.714590967499,218.0,2.02386694357664,36,2.02386694357664,0,-1,35,El Oro_e35
2812,El Oro,2010-01-01,2010,1,0.321444877801254,0.111715421675609,0.0633580876957925,0.0475081699040455,0.0950497345504939,0.144808796988257,115.242195934153,97.1973701396693,240.0,2.46920260965012,37,2.02386694357664,0,0,35,El Oro_e35
2813,El Oro,2010-04-01,2010,2,0.323850789707814,0.109295258572019,0.0548778545484845,0.0539532731436668,0.106531701795357,0.158637069287279,131.918384116809,113.057010949544,240.0,2.12282279519233,38,2.02386694357664,0,1,35,El Oro_e35
2814,El Oro,2010-07-01,2010,3,0.316244353135638,0.112970536282378,0.056643128150986,0.079657080756991,0.154412368850089,0.228019415290452,167.607775776768,123.711479409464,240.0,1.93999781706304,39,2.02386694357664,0,2,35,El Oro_e35
2815,El Oro,2010-10-01,2010,4,0.237199098178281,0.0813034792843805,0.0398767684771343,0.0480470408266508,0.0950972777637039,0.143468586464054,144.690677284087,124.601944394439,240.0,1.92613366642384,40,2.02386694357664,0,3,35,El Oro_e35
2816,El Oro,2011-01-01,2011,1,0.322176612959805,0.102178593174118,0.0505126440928911,0.0545517612986794,0.106288515247019,0.155564643911174,130.36636970412,107.732862080743,264.0,2.4505057686311,41,2.02386694357664,0,4,35,El Oro_e35
2817,Guayas,2009-01-01,2009,1,0.368111816908137,0.137049013463422,0.0742145126938781,0.0675346193571169,0.131641846161566,0.19358938568803,125.263866334966,95.9774907216731,218.0,2.27136590424292,33,2.04379757193292,0,-4,35,Guayas_e35
2818,Guayas,2009-04-01,2009,2,0.319820560332407,0.106574983440688,0.0551954354277777,0.0611563442868526,0.120078492124137,0.1802586136608,135.251200667801,102.446823778104,218.0,2.12793322389555,34,2.04379757193292,0,-3,35,Guayas_e35
2819,Guayas,2009-07-01,2009,3,0.371536345193418,0.153531990909555,0.0883431215000333,0.0871488665805771,0.166644105908345,0.2448821757463,138.168543764917,102.488921877369,218.0,2.12705915924107,35,2.04379757193292,0,-2,35,Guayas_e35
2820,Guayas,2009-10-01,2009,4,0.338645945480143,0.1280735640762,0.0698739043321534,0.0626523458895179,0.122740826601507,0.183099374948263,130.277961299221,106.664183867205,218.0,2.04379757193292,36,2.04379757193292,0,-1,35,Guayas_e35
2821,Guayas,2010-01-01,2010,1,0.369971693084448,0.124387980574276,0.0622318016692807,0.0542448835304245,0.105047948824524,0.153500261953535,116.860627538401,96.4585188077375,240.0,2.48811616606276,37,2.04379757193292,0,0,35,Guayas_e35
2822,Guayas,2010-04-01,2010,2,0.330151324572833,0.115454165863523,0.0614997463094721,0.0713692433111081,0.136908746435345,0.198969331593021,137.820078423586,103.156379331328,240.0,2.32656478984342,38,2.04379757193292,0,1,35,Guayas_e35
2823,Guayas,2010-07-01,2010,3,0.334663203428895,0.129315511377675,0.0707390420697121,0.0751394211387281,0.145547211570945,0.216381383741447,143.929028854517,109.436000980044,240.0,2.1930625922978,39,2.04379757193292,0,2,35,Guayas_e35
2824,Guayas,2010-10-01,2010,4,0.328814313400731,0.115785039831306,0.0610045990990251,0.0608479545653837,0.118427644703949,0.175417706511595,134.59670314765,110.605090353834,240.0,2.16988204821515,40,2.04379757193292,0,3,35,Guayas_e35
2825,Guayas,2011-01-01,2011,1,0.339426786119319,0.122399029193181,0.0629017222169219,0.0539744332947217,0.106378432648853,0.160338241339628,121.338491565737,102.51612637013,264.0,2.57520459802431,41,2.04379757193292,0,4,35,Guayas_e35
2826,Los Ríos,2009-01-01,2009,1,0.293257792171155,0.102184591053435,0.0521094358709279,0.0437490126205407,0.0857040645874954,0.126258659258738,113.612027138282,95.3290990732105,218.0,2.2868148563177,33,2.64949440606453,1,-4,35,Los Ríos_e35
2827,Los Ríos,2009-04-01,2009,2,0.27801746413812,0.0820034321875111,0.0339546782318506,0.0349759303552939,0.0691911753669068,0.102583530641225,115.891762338185,90.9176018954341,218.0,2.39777551821842,34,2.64949440606453,1,-3,35,Los Ríos_e35
2828,Los Ríos,2009-07-01,2009,3,0.462025647625566,0.188641613094908,0.104670056309015,0.0759794634135624,0.149946277361755,0.226471712728505,118.738033822552,86.2658035407517,218.0,2.52707319763175,35,2.64949440606453,1,-2,35,Los Ríos_e35
2829,Los Ríos,2009-10-01,2009,4,0.48172107075758,0.188396136853898,0.0942335017601119,0.0475532608138698,0.0938995714148374,0.140326835878476,95.1336127857181,82.2798491293327,218.0,2.64949440606453,36,2.64949440606453,1,-1,35,Los Ríos_e35
2830,Los Ríos,2010-01-01,2010,1,0.246478091088751,0.0781447926279123,0.0431983821819687,0.0440428893312578,0.0880721084034373,0.132512677598759,132.793980046995,116.840781523106,240.0,2.05407732532616,37,2.64949440606453,1,0,35,Los Ríos_e35
2831,Los Ríos,2010-04-01,2010,2,0.396094356570623,0.146232206009436,0.0772779518810239,0.0531125221214571,0.104755850040938,0.15531167383718,111.36254890723,96.2916011150626,240.0,2.49242921730229,38,2.64949440606453,1,1,35,Los Ríos_e35
2832,Los Ríos,2010-07-01,2010,3,0.336517475653943,0.135137194698971,0.0720602173234728,0.0655742953862641,0.129742893707813,0.19905270804107,129.655402236032,97.8152017077454,240.0,2.45360634962526,39,2.64949440606453,1,2,35,Los Ríos_e35
2833,Los Ríos,2010-10-01,2010,4,0.402693233520824,0.156561446813145,0.0861151238217252,0.055622277188822,0.109960239865606,0.164974944176352,110.097853873453,92.8154604367842,240.0,2.58577610745639,40,2.64949440606453,1,3,35,Los Ríos_e35
2834,Los Ríos,2011-01-01,2011,1,0.309095282043006,0.109059077531276,0.0504607697954432,0.0513526241858512,0.100961727277481,0.148762286595345,127.390912728767,106.205823471959,264.0,2.48573940081263,41,2.64949440606453,1,4,35,Los Ríos_e35
2835,Manabí,2009-01-01,2009,1,0.264978680671273,0.100940891641662,0.0546494402515123,0.0543336555802835,0.107801583598567,0.160576986974866,133.655018487368,98.9948689055096,218.0,2.20213433696327,33,2.82067054661085,1,-4,35,Manabí_e35
2836,Manabí,2009-04-01,2009,2,0.408969077507565,0.149215758112909,0.081183849406034,0.0619013657880247,0.123870788199002,0.186065365723072,123.506074836657,101.959019296976,218.0,2.13811393541391,34,2.82067054661085,1,-3,35,Manabí_e35
2837,Manabí,2009-07-01,2009,3,0.475323016773922,0.195896579274128,0.108601901997904,0.0789845616912581,0.154815421098033,0.232663756988949,118.60416240903,88.7523443602876,218.0,2.45627314491024,35,2.82067054661085,1,-2,35,Manabí_e35
2838,Manabí,2009-10-01,2009,4,0.525574236140425,0.240346320920777,0.145366049004547,0.0744777961151739,0.147171557417185,0.218697576401357,98.7879260273028,77.2865871421729,218.0,2.82067054661085,36,2.82067054661085,1,-1,35,Manabí_e35
2839,Manabí,2010-01-01,2010,1,0.396660433906385,0.191493198230733,0.126047314086769,0.0801302867890267,0.166263311284227,0.272423288774277,127.277979032373,104.381974120157,240.0,2.29924756667017,37,2.82067054661085,1,0,35,Manabí_e35
2840,Manabí,2010-04-01,2010,2,0.609768939269638,0.269726564799745,0.156949781333301,0.0813661454280256,0.156874465927041,0.229287730952914,90.6642658050883,67.206966915003,240.0,3.5710583443459,38,2.82067054661085,1,1,35,Manabí_e35
2841,Manabí,2010-07-01,2010,3,0.384607721509303,0.150232701494443,0.0816185124017192,0.0835032289669219,0.160194762914505,0.236749035815964,137.56321684955,93.3578210798378,240.0,2.57075408598875,39,2.82067054661085,1,2,35,Manabí_e35
2842,Manabí,2010-10-01,2010,4,0.554095820452429,0.23329568240129,0.129473903356492,0.0712495771430435,0.139523654061673,0.210045776787648,95.3738374944342,69.8309110089416,240.0,3.43687339220405,40,2.82067054661085,1,3,35,Manabí_e35
