RGNAL	AREA	RN	CIUDAD	ZONA	SECTOR	VIVIENDA	HOGAR	FORMUL	PERSONA	NUMPERS	RESUMEN	RELJEFE	EDAD	SEXO	NIVINST	ANOINST	ASISTEA	SABELE	IESS	DONNAC	LUGNAC	SIEMVIC	DONVIAN	LUGVIAN	CUANVIC	TRABAJO	ACTAYUDA	HORTRASA	RATMEH	HORMAS	RATMAH	AUNOTRA	PORNOT	BUSTRASA	BUSTRAMA	SITIOS	AMIGOS	DIRECTO	PRENSA	AGEPU	AGEPRI	TRESNE	TIEMBUS	MOTNOBUS	DESEATRA	CONDINA	TRABANT	MOTNOTRA	TIEMNOT	RAMA	GRUPO	CATETRAB	PERTRABN	NPERTRA	NUMTRAB	ESTABIL	HORTRAHP	HORTRAHS	HORTRAHO	RAMAS	GRUPOS	CATES	INGPAT	PAT	RETPAT	INGASA	RETASA	INGASA1	ASA	INGASA2	INGSEC	SEC	RETSEC	INV	INGINV	JUB	INGJUB	OTR	INGOTR	BON	INGBON	NOV	DIC	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	VIVEFE	INGRL	SECINS	SUBEQU	FEXP	CONDACT	PEAMSIU
2	1	2	090150	148	008	08	1	1	4	5	1	3	15	2	4	2	1	1	2	1	 	1	 	 	15	1	 	8	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	6	1	2	3	 	8	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	103	0	0	800	411,042581	4	2
2	1	2	090150	148	008	08	1	1	5	5	1	3	13	1	4	1	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	103	0	0	0	411,042581	7	 
2	1	2	090150	148	008	09	1	1	1	3	1	1	33	2	4	6	2	1	2	2	120850	2	1	120850	14	2	6	15	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9500	9133	5	1	1	3	 	10	 	 	0	0	 	22	2	0	0	0	0	 	0	0	 	 	2	0	2	0	1	8	1	10	1	1	1	1	1	1	1	1	1	1	1	1	122	22	1	625	411,042581	3	4
2	1	2	090150	148	008	09	1	1	2	3	1	3	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	122	 	0	0	411,042581	8	 
2	1	2	090150	148	008	09	1	1	3	3	1	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	122	 	0	0	411,042581	8	 
2	1	2	090150	148	008	10	1	1	1	4	1	1	26	1	4	6	2	1	1	2	120850	2	1	120850	18	1	 	60	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7523	5162	1	2	 	3	2	60	 	 	0	0	 	 	 	0	80	7	87	2	0	0	 	 	1	2	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	132	87	2	0	411,042581	1	1
2	1	2	090150	148	008	10	1	1	2	4	1	2	24	2	4	3	2	1	2	2	130250	1	 	 	24	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	10	3	3	3	3	3	3	3	3	3	3	3	3	132	0	0	0	411,042581	7	 
2	1	2	090150	148	008	10	1	1	3	4	1	3	7	1	3	2	1	 	 	1	 	1	 	 	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	132	 	0	0	411,042581	8	 
2	1	2	090150	148	008	10	1	1	4	4	1	3	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	132	 	0	0	411,042581	8	 
2	1	2	090150	148	008	11	1	1	1	4	1	1	33	1	4	4	1	1	2	1	 	1	 	 	33	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6021	8322	5	1	1	3	 	48	 	 	0	0	 	300	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	151	300	1	0	411,042581	4	2
2	1	2	090150	148	008	11	1	1	2	4	1	2	35	2	4	6	2	1	2	1	 	1	 	 	35	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	10	3	3	3	3	3	3	3	3	3	3	3	3	151	0	0	0	411,042581	7	 
2	1	2	090150	148	008	11	1	1	3	4	1	3	5	1	3	1	1	 	 	1	 	1	 	 	5	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	151	 	0	0	411,042581	8	 
2	1	2	090150	148	008	11	1	1	4	4	1	3	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	151	 	0	0	411,042581	8	 
2	1	2	090150	148	008	12	1	1	1	5	1	1	34	1	3	7	2	1	2	1	 	2	1	091450	13	1	 	10	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	5	1	2	3	 	10	 	 	0	0	 	50	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	2	2	2	2	1	1	1	1	1	160	50	1	750	411,042581	4	2
2	1	2	090150	148	008	12	1	1	2	5	1	2	42	2	3	7	2	1	2	1	 	1	 	 	42	1	 	10	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	6	1	2	3	 	10	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	10	3	3	3	3	2	2	2	1	1	1	1	1	160	0	0	750	411,042581	4	2
2	1	2	090150	148	008	12	1	1	3	5	1	3	18	2	3	7	2	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	160	0	0	0	411,042581	7	 
2	1	2	090150	148	008	12	1	1	4	5	1	4	20	1	3	7	2	1	2	1	 	1	 	 	20	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9309	8271	2	1	70	3	4	40	 	 	0	0	 	 	 	0	60	0	60	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	2	2	1	1	1	1	1	160	60	0	379	411,042581	2	1
2	1	2	090150	148	008	12	1	1	5	5	1	6	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	160	 	0	0	411,042581	8	 
2	1	2	090150	150	011	01	1	1	1	7	1	1	60	1	3	7	2	1	2	1	 	1	 	 	60	1	 	45	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3511	7124	5	1	15	3	 	45	 	 	0	0	 	200	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	3	3	3	1	1	005	200	1	0	450,532878	4	2
2	1	2	090150	150	011	01	1	1	2	7	1	2	53	2	3	7	2	1	2	1	 	1	 	 	53	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	005	0	0	0	450,532878	7	 
2	1	2	090150	150	011	01	1	1	3	7	1	3	29	1	4	1	2	1	2	1	 	1	 	 	29	1	 	45	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	500	6152	7	1	8	3	3	40	 	 	0	0	 	 	 	0	80	0	80	1	10	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	3	3	1	005	90	1	68	450,532878	2	3
2	1	2	090150	150	011	01	1	1	4	7	1	3	20	2	4	6	2	1	2	1	 	1	 	 	20	2	12	 	 	 	 	2	 	2	1	 	4	5	6	7	 	 	15	 	 	 	2	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	2	005	0	0	0	450,532878	6	1
2	1	2	090150	150	011	01	1	1	5	7	1	3	17	1	4	5	1	1	2	1	 	1	 	 	17	1	 	35	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3511	7124	2	1	15	3	3	35	 	 	0	0	 	 	 	0	80	0	80	1	12	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	2	1	1	005	92	0	0	450,532878	1	1
2	1	2	090150	150	011	01	1	1	6	7	1	3	13	1	4	1	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	1	1	1	1	3	3	3	3	3	3	005	0	0	0	450,532878	7	 
2	1	2	090150	150	011	01	1	1	7	7	1	6	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	005	 	0	0	450,532878	8	 
2	1	2	090150	150	011	02	1	1	1	5	1	1	62	2	3	7	2	1	2	1	 	1	 	 	62	1	 	52	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5231	5220	5	1	2	4	 	30	22	 	9301	9133	5	80	2	0	0	0	0	 	0	16	2	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	012	96	1	6	450,532878	4	2
2	1	2	090150	150	011	02	1	1	2	5	1	3	23	1	4	6	2	1	2	1	 	1	 	 	23	1	 	56	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5122	9322	2	2	 	4	3	48	8	 	9214	5149	5	88	2	0	16	0	16	1	6	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	2	2	2	2	1	1	012	110	0	0	450,532878	1	1
2	1	2	090150	150	011	02	1	1	3	5	1	6	12	2	3	7	2	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	1	1	 	2	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	012	0	0	0	450,532878	6	1
2	1	2	090150	150	011	02	1	1	4	5	1	3	11	1	3	4	1	1	2	1	 	1	 	 	11	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	012	0	0	0	450,532878	7	 
2	1	2	090150	150	011	02	1	1	5	5	1	6	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	012	 	0	0	450,532878	8	 
2	1	2	090150	150	011	03	1	1	1	2	1	1	65	1	3	4	2	1	2	1	 	1	 	 	65	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3511	9132	2	1	10	3	4	48	 	 	0	0	 	 	 	0	22	0	22	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	026	22	0	772	450,532878	2	1
2	1	2	090150	150	011	03	1	1	2	2	1	3	21	1	4	6	2	1	2	1	 	1	 	 	21	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5190	9151	2	1	10	3	3	40	 	 	0	0	 	 	 	0	60	0	60	2	0	0	 	 	2	0	2	0	2	 	2	0	3	3	1	1	1	1	1	1	1	1	1	1	026	60	0	379	450,532878	2	1
2	1	2	090150	150	011	03	2	1	1	4	1	1	24	1	4	4	1	1	1	1	 	1	 	 	24	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5190	3449	2	1	3	3	3	40	 	 	0	0	 	 	 	0	48	4	52	1	12	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	026	64	0	337	450,532878	4	2
2	1	2	090150	150	011	03	2	1	2	4	1	2	21	2	4	3	1	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	026	0	0	0	450,532878	7	 
2	1	2	090150	150	011	03	2	1	3	4	1	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	026	 	0	0	450,532878	8	 
2	1	2	090150	150	011	03	2	1	4	4	1	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	026	 	0	0	450,532878	8	 
2	1	2	090150	150	011	04	1	1	1	7	1	1	53	1	3	1	2	1	2	1	 	2	1	090157	28	1	 	16	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3511	7422	4	1	4	3	 	16	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	033	100	1	600	450,532878	4	2
2	1	2	090150	150	011	04	1	1	2	7	1	2	40	2	2	1	2	2	2	1	 	2	1	090157	28	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	033	0	0	0	450,532878	7	 
2	1	2	090150	150	011	04	1	1	3	7	1	3	24	1	3	6	2	1	2	1	 	1	 	 	24	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5020	7231	2	1	15	3	2	40	 	 	0	0	 	 	 	0	100	0	100	1	20	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	033	120	0	0	450,532878	1	1
2	1	2	090150	150	011	04	1	1	4	7	1	3	23	1	3	6	2	1	2	1	 	1	 	 	23	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5190	9322	2	1	20	3	3	60	 	 	0	0	 	 	 	0	100	5	105	1	20	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	1	1	1	033	125	0	0	450,532878	1	1
2	1	2	090150	150	011	04	1	1	5	7	1	3	22	1	3	6	1	1	2	1	 	1	 	 	22	1	 	55	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5020	7231	2	1	10	3	3	55	 	 	0	0	 	 	 	0	96	0	96	1	12	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	033	108	0	0	450,532878	1	1
2	1	2	090150	150	011	04	1	1	6	7	1	3	20	2	3	6	2	1	2	1	 	1	 	 	20	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5232	5220	2	1	5	3	3	60	 	 	0	0	 	 	 	0	48	0	48	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	033	48	0	503	450,532878	4	2
2	1	2	090150	150	011	04	1	1	7	7	1	3	18	2	3	6	1	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	033	0	0	0	450,532878	7	 
2	1	2	090150	150	011	05	1	1	1	6	1	1	44	1	3	7	2	1	2	1	 	1	 	 	44	1	 	48	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3610	7422	2	1	6	3	3	48	 	 	0	0	 	 	 	0	124	0	124	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	124	0	0	450,532878	1	1
2	1	2	090150	150	011	05	1	1	2	6	1	2	36	2	3	7	2	1	2	1	 	1	 	 	36	2	3	16	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5233	5220	5	1	2	3	 	16	 	 	0	0	 	14	1	2	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	16	1	600	450,532878	4	2
2	1	2	090150	150	011	05	1	1	3	6	1	3	20	1	4	6	2	1	2	1	 	1	 	 	20	1	 	24	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5220	5220	5	1	2	3	 	24	 	 	0	0	 	80	1	10	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	046	90	1	0	450,532878	4	2
2	1	2	090150	150	011	05	1	1	4	6	1	4	18	2	4	5	1	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	046	0	0	0	450,532878	7	 
2	1	2	090150	150	011	05	1	1	5	6	1	7	18	2	4	3	2	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	046	0	0	0	450,532878	7	 
2	1	2	090150	150	011	05	1	1	6	6	1	7	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	046	 	0	0	450,532878	8	 
2	1	2	090150	150	011	06	1	1	1	7	1	1	45	1	4	6	2	1	1	2	080150	2	1	080150	24	1	 	62	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9500	9131	12	1	4	4	2	60	2	 	5233	5220	5	32	1	4	38	22	60	1	1	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	053	97	0	0	450,532878	1	4
2	1	2	090150	150	011	06	1	1	2	7	1	2	40	2	5	1	2	1	2	1	 	1	 	 	40	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5232	7432	5	1	1	3	 	40	 	 	0	0	 	24	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	3	3	3	3	3	3	3	3	3	1	053	24	1	752	450,532878	4	2
2	1	2	090150	150	011	06	1	1	3	7	1	3	21	1	4	6	2	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	2	1	3	4	 	 	 	 	 	6	 	 	 	1	3	6	5122	9322	2	1	50	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	2	2	1	1	1	1	1	1	2	2	2	2	053	0	0	0	450,532878	5	1
2	1	2	090150	150	011	06	1	1	4	7	1	3	20	1	4	6	2	1	1	1	 	1	 	 	20	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5020	7231	2	2	 	3	3	40	 	 	0	0	 	 	 	0	60	6	66	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	053	66	0	317	450,532878	2	1
2	1	2	090150	150	011	06	1	1	5	7	1	3	11	2	3	5	1	1	2	1	 	1	 	 	11	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	053	0	0	0	450,532878	7	 
2	1	2	090150	150	011	06	1	1	6	7	1	3	8	2	3	2	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	053	 	0	0	450,532878	8	 
2	1	2	090150	150	011	06	1	1	7	7	1	3	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	053	 	0	0	450,532878	8	 
2	1	2	090150	150	011	07	1	1	1	3	1	1	45	1	5	6	2	1	1	1	 	1	 	 	45	1	 	72	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2212	4190	2	2	 	3	2	72	 	 	0	0	 	 	 	0	200	6	206	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	019	206	0	0	450,532878	1	1
2	1	2	090150	150	011	07	1	1	2	3	1	3	7	2	3	3	1	 	 	1	 	1	 	 	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	 	0	0	450,532878	8	 
2	1	2	090150	150	011	07	1	1	3	3	1	3	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	 	0	0	450,532878	8	 
2	1	2	090150	150	011	08	1	1	1	3	1	1	51	2	3	7	2	1	2	2	071350	2	1	071350	35	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1512	7411	2	2	 	3	3	60	 	 	0	0	 	 	 	0	36	0	36	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	074	36	0	627	450,532878	2	1
2	1	2	090150	150	011	08	1	1	2	3	1	3	14	2	4	2	1	1	2	1	 	1	 	 	14	2	7	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5231	5220	6	1	2	3	 	5	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	074	0	0	0	450,532878	4	2
2	1	2	090150	150	011	08	1	1	3	3	1	3	27	1	4	2	2	1	2	1	 	1	 	 	27	1	 	24	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5233	9112	5	1	2	3	 	30	 	 	0	0	 	80	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	1	1	1	1	1	1	3	3	1	1	1	074	80	1	0	450,532878	4	2
2	1	2	090150	150	011	09	1	1	1	6	1	1	51	1	3	7	2	1	2	1	 	1	 	 	51	1	 	40	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5240	5220	5	1	3	3	 	70	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	087	100	1	0	450,532878	4	2
2	1	2	090150	150	011	09	1	1	2	6	1	2	52	2	3	7	2	1	2	1	 	1	 	 	52	1	 	70	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	2	1	5	3	4	70	 	 	0	0	 	 	 	0	48	0	48	1	14	0	 	 	2	0	2	0	2	 	1	12	3	3	1	1	1	1	1	1	1	1	1	1	087	62	0	358	450,532878	4	2
