RGNAL	AREA	RN	CIUDAD	ZONA	SECTOR	VIVIENDA	HOGAR	FORMUL	PERSONA	NUMPERS	RESUMEN	RELJEFE	EDAD	SEXO	NIVINST	ANOINST	ASISTEA	SABELE	IESS	DONNAC	LUGNAC	SIEMVIC	DONVIAN	LUGVIAN	CUANVIC	TRABAJO	ACTAYUDA	HORTRASA	RATMEH	HORMAS	RATMAH	AUNOTRA	PORNOT	BUSTRASA	BUSTRAMA	SITIOS	AMIGOS	DIRECTO	PRENSA	AGEPU	AGEPRI	TRESNE	TIEMBUS	MOTNOBUS	DESEATRA	CONDINA	TRABANT	MOTNOTRA	TIEMNOT	RAMA	GRUPO	CATETRAB	PERTRABN	NPERTRA	NUMTRAB	ESTABIL	HORTRAHP	HORTRAHS	HORTRAHO	RAMAS	GRUPOS	CATES	INGPAT	PAT	RETPAT	INGASA	RETASA	INGASA1	ASA	INGASA2	INGSEC	SEC	RETSEC	INV	INGINV	JUB	INGJUB	OTR	INGOTR	BON	INGBON	NOV	DIC	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	VIVEFE	INGRL	SECINS	SUBEQU	FEXP	CONDACT	PEAMSIU
2	1	2	090150	150	011	09	1	1	3	6	1	3	21	2	4	6	2	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	2	1	 	1	3	12	5232	5220	2	1	3	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	3	3	3	3	3	3	3	3	3	3	087	0	0	0	450,532878	5	1
2	1	2	090150	150	011	09	1	1	4	6	1	3	12	2	3	7	2	1	2	1	 	1	 	 	12	1	 	70	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	2	1	5	3	4	70	 	 	0	0	 	 	 	0	20	0	20	2	0	0	 	 	2	0	2	0	2	 	2	0	3	3	1	1	1	1	1	1	1	1	1	1	087	20	0	793	450,532878	4	2
2	1	2	090150	150	011	09	1	1	5	6	1	7	10	2	3	4	1	1	2	1	 	1	 	 	10	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	087	0	0	0	450,532878	7	 
2	1	2	090150	150	011	09	1	1	6	6	1	6	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	087	 	0	0	450,532878	8	 
2	1	2	090150	150	011	10	1	1	1	5	1	1	55	1	3	7	2	1	1	1	 	1	 	 	55	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1549	9333	2	2	 	3	2	48	 	 	0	0	 	 	 	0	75	10	85	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	094	85	0	120	450,532878	2	1
2	1	2	090150	150	011	10	1	1	2	5	1	2	50	2	3	7	2	1	2	1	 	1	 	 	50	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	0	0	0	450,532878	7	 
2	1	2	090150	150	011	10	1	1	3	5	1	3	29	2	4	6	1	1	2	1	 	1	 	 	29	2	5	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	9113	5	1	1	3	 	2	 	 	0	0	 	99999999	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	2	094	0	1	0	450,532878	4	2
2	1	2	090150	150	011	10	1	1	4	5	1	3	27	2	5	4	2	1	1	1	 	1	 	 	27	1	 	30	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8010	2331	2	1	8	3	3	30	 	 	0	0	 	 	 	0	35	3	38	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	3	3	1	1	1	1	1	1	1	094	38	0	250	450,532878	3	1
2	1	2	090150	150	011	10	1	1	5	5	1	3	18	1	4	5	1	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	0	0	0	450,532878	7	 
2	1	2	090150	150	011	11	1	1	1	5	1	1	53	1	3	7	2	1	2	1	 	1	 	 	53	1	 	23	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9309	7216	2	1	10	4	4	20	3	 	500	6152	5	99999999	2	0	99999999	0	99999999	2	0	40	1	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	108	40	0	425	450,532878	3	1
2	1	2	090150	150	011	11	1	1	2	5	1	2	39	2	3	7	2	1	2	1	 	1	 	 	39	2	3	30	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5520	5122	5	1	1	3	 	30	 	 	0	0	 	40	1	10	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	108	50	1	0	450,532878	4	2
2	1	2	090150	150	011	11	1	1	3	5	1	3	7	1	3	2	1	 	 	1	 	1	 	 	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	108	 	0	0	450,532878	8	 
2	1	2	090150	150	011	11	1	1	4	5	1	3	6	1	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	108	 	0	0	450,532878	8	 
2	1	2	090150	150	011	11	1	1	5	5	1	3	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	108	 	0	0	450,532878	8	 
2	1	2	090150	150	011	12	1	1	1	1	1	1	78	1	3	1	2	2	2	2	030350	2	1	030350	5	1	 	84	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5220	5220	5	1	1	3	 	84	 	 	0	0	 	15	1	2	0	0	0	 	0	0	 	 	2	0	2	0	1	5	1	6	1	1	1	1	1	1	1	1	1	1	1	1	115	17	1	824	450,532878	4	2
2	1	2	090150	151	002	01	1	1	1	4	1	1	59	1	3	7	2	1	2	2	092650	2	1	092650	40	1	 	50	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6022	8322	5	1	1	3	 	50	 	 	0	0	 	115	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	003	115	1	0	383,584648	4	2
2	1	2	090150	151	002	01	1	1	2	4	1	2	52	2	3	7	2	1	2	2	092650	2	1	092650	37	2	11	10	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5232	5220	5	1	1	3	 	10	 	 	0	0	 	60	1	36	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	003	96	1	750	383,584648	4	2
2	1	2	090150	151	002	01	1	1	3	4	1	3	19	2	4	6	2	1	2	1	 	1	 	 	19	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	10	2	0	3	3	3	3	3	3	3	3	3	3	3	3	003	0	0	0	383,584648	7	 
2	1	2	090150	151	002	01	1	1	4	4	1	6	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	003	 	0	0	383,584648	8	 
2	1	2	090150	151	002	01	2	1	1	4	1	1	35	1	4	6	2	1	2	2	131450	2	1	131450	25	1	 	10	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5260	7242	5	1	1	3	 	10	 	 	0	0	 	8	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	1	003	8	1	750	383,584648	4	2
2	1	2	090150	151	002	01	2	1	2	4	1	2	28	2	5	2	2	1	2	1	 	1	 	 	28	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	12	3	3	3	3	3	3	3	3	3	3	3	3	003	0	0	0	383,584648	7	 
2	1	2	090150	151	002	01	2	1	3	4	1	3	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	003	 	0	0	383,584648	8	 
2	1	2	090150	151	002	01	2	1	4	4	1	3	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	003	 	0	0	383,584648	8	 
2	1	2	090150	151	002	01	3	1	1	4	1	1	30	1	5	1	2	1	1	1	 	1	 	 	30	1	 	54	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5233	8224	2	1	10	3	2	54	 	 	0	0	 	 	 	0	120	0	120	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	003	120	0	0	383,584648	1	1
2	1	2	090150	151	002	01	3	1	2	4	1	2	27	2	5	3	2	1	1	2	091050	1	 	 	27	1	 	35	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8021	2352	2	1	20	3	2	35	 	 	0	0	 	 	 	0	120	0	120	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	003	120	0	125	383,584648	3	1
2	1	2	090150	151	002	01	3	1	3	4	1	3	6	2	3	 	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	003	 	0	0	383,584648	8	 
2	1	2	090150	151	002	01	3	1	4	4	1	7	27	2	4	6	2	1	2	1	 	1	 	 	27	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	003	0	0	0	383,584648	7	 
2	1	2	090150	151	002	02	1	1	1	7	1	1	51	1	4	6	2	1	2	1	 	1	 	 	51	1	 	16	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9309	7222	5	1	1	3	 	16	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	020	100	1	600	383,584648	4	2
2	1	2	090150	151	002	02	1	1	2	7	1	2	44	2	4	6	2	1	2	1	 	1	 	 	44	2	3	48	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5211	5220	5	1	3	3	 	48	 	 	0	0	 	90	1	30	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	020	120	1	0	383,584648	4	2
2	1	2	090150	151	002	02	1	1	3	7	1	3	21	1	5	1	1	1	2	1	 	1	 	 	21	2	12	 	 	 	 	2	 	1	 	 	 	 	6	 	 	 	24	 	 	 	2	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	2	020	0	0	0	383,584648	6	1
2	1	2	090150	151	002	02	1	1	4	7	1	3	16	2	4	3	1	1	2	1	 	1	 	 	16	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	383,584648	7	 
2	1	2	090150	151	002	02	1	1	5	7	1	3	14	2	4	1	1	1	2	1	 	1	 	 	14	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	383,584648	7	 
2	1	2	090150	151	002	02	1	1	6	7	1	7	24	2	5	2	1	1	2	1	 	1	 	 	24	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	500	6111	7	1	30	3	3	40	 	 	0	0	 	 	 	0	30	6	36	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	020	36	1	627	383,584648	2	3
2	1	2	090150	151	002	02	1	1	7	7	1	7	10	2	3	5	1	1	2	1	 	1	 	 	10	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	020	0	0	0	383,584648	7	 
2	1	2	090150	151	002	03	1	1	1	6	1	1	28	1	4	6	2	1	2	1	 	1	 	 	28	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	5	1	2	3	 	40	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	028	100	1	0	383,584648	4	2
2	1	2	090150	151	002	03	1	1	2	6	1	2	29	2	4	6	2	1	2	1	 	1	 	 	29	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	028	0	0	0	383,584648	7	 
2	1	2	090150	151	002	03	1	1	3	6	1	5	66	2	3	7	2	1	2	2	130650	2	1	130650	46	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	028	0	0	0	383,584648	7	 
2	1	2	090150	151	002	03	1	1	4	6	1	3	8	2	3	3	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	028	 	0	0	383,584648	8	 
2	1	2	090150	151	002	03	1	1	5	6	1	3	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	028	 	0	0	383,584648	8	 
2	1	2	090150	151	002	03	1	1	6	6	1	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	028	 	0	0	383,584648	8	 
2	1	2	090150	151	002	04	1	1	1	5	1	1	40	1	3	7	2	1	2	1	 	1	 	 	40	1	 	20	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8090	3340	2	1	2	3	 	20	 	 	0	0	 	160	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	045	160	0	500	383,584648	3	1
2	1	2	090150	151	002	04	1	1	2	5	1	2	42	2	5	1	2	1	2	1	 	1	 	 	42	2	12	 	 	 	 	2	 	1	 	 	 	5	 	 	 	 	36	 	 	 	1	4	36	2520	8232	2	1	25	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	2	2	045	0	0	0	383,584648	5	1
2	1	2	090150	151	002	04	1	1	3	5	1	3	22	1	5	1	1	1	2	1	 	1	 	 	22	1	 	3	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8090	3340	2	1	2	3	 	3	 	 	0	0	 	60	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	2	2	2	2	2	2	2	2	1	1	045	60	0	925	383,584648	3	1
2	1	2	090150	151	002	04	1	1	4	5	1	3	14	2	4	2	1	1	2	1	 	1	 	 	14	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	045	0	0	0	383,584648	7	 
2	1	2	090150	151	002	04	1	1	5	5	1	3	5	1	3	 	1	 	 	1	 	1	 	 	5	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	045	 	0	0	383,584648	8	 
2	1	2	090150	151	002	05	1	1	1	5	1	1	51	1	4	6	2	1	1	1	 	1	 	 	51	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	4	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	1	25	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	054	0	0	0	383,584648	7	 
2	1	2	090150	151	002	05	1	1	2	5	1	2	48	2	4	6	2	1	2	1	 	1	 	 	48	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	200	2	0	3	3	3	3	3	3	3	3	3	3	3	3	054	0	0	0	383,584648	7	 
2	1	2	090150	151	002	05	1	1	3	5	1	3	17	1	4	5	1	1	2	1	 	1	 	 	17	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	054	0	0	0	383,584648	7	 
2	1	2	090150	151	002	05	1	1	4	5	1	6	8	1	3	4	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	054	 	0	0	383,584648	8	 
2	1	2	090150	151	002	05	1	1	5	5	1	3	16	2	4	3	1	1	2	1	 	1	 	 	16	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	054	0	0	0	383,584648	7	 
2	1	2	090150	151	002	06	1	1	1	4	1	1	60	1	3	7	2	1	2	2	140550	2	1	040550	40	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6022	8322	5	1	1	3	 	40	 	 	0	0	 	110	2	0	0	0	0	 	0	0	 	 	2	0	1	20	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	070	110	1	0	383,584648	4	2
2	1	2	090150	151	002	06	1	1	2	4	1	2	53	2	4	6	2	1	2	2	071350	2	1	071350	43	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	20	2	0	3	3	3	3	3	3	3	3	3	3	3	3	070	0	0	0	383,584648	7	 
2	1	2	090150	151	002	06	1	1	3	4	1	3	26	1	4	6	2	1	2	1	 	1	 	 	26	2	12	 	 	 	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6021	8323	5	1	2	3	 	48	 	 	0	0	 	100	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	070	100	1	0	383,584648	4	2
2	1	2	090150	151	002	06	1	1	4	4	1	6	8	1	3	2	1	 	 	2	999999	2	1	999999	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	070	 	0	0	383,584648	8	 
2	1	2	090150	151	002	07	1	1	1	3	1	1	35	2	5	5	2	1	1	1	 	2	1	091150	13	1	 	30	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8511	2221	1	2	 	3	2	30	 	 	0	0	 	 	 	0	99	0	99	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	079	99	2	250	383,584648	1	1
2	1	2	090150	151	002	07	1	1	2	3	1	5	73	2	1	 	 	2	2	2	120750	2	1	120750	53	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	3	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	1	32	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	079	0	0	0	383,584648	7	 
2	1	2	090150	151	002	07	1	1	3	3	1	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	079	 	0	0	383,584648	8	 
2	1	2	090150	151	002	08	1	1	1	6	1	1	51	1	3	7	2	1	2	2	060150	2	1	060150	15	1	 	30	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3610	7422	5	1	1	3	 	30	 	 	0	0	 	20	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	096	20	1	250	383,584648	4	2
2	1	2	090150	151	002	08	1	1	2	6	1	3	35	2	4	6	2	1	2	2	060150	2	1	060150	15	2	12	 	 	 	 	2	 	1	 	 	4	 	6	 	 	 	12	 	 	 	2	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	3	3	3	3	3	3	096	0	0	0	383,584648	6	1
2	1	2	090150	151	002	08	1	1	3	6	1	3	30	1	4	6	2	1	2	2	060150	2	1	060150	15	1	 	40	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	5	3	4	40	 	 	0	0	 	 	 	0	42	0	42	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	096	42	1	565	383,584648	4	2
2	1	2	090150	151	002	08	1	1	4	6	1	6	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	096	 	0	0	383,584648	8	 
2	1	2	090150	151	002	08	1	1	5	6	1	6	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	096	 	0	0	383,584648	8	 
2	1	2	090150	151	002	08	1	1	6	6	1	6	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	096	 	0	0	383,584648	8	 
2	1	2	090150	151	002	09	1	1	1	4	1	1	29	1	5	1	1	1	1	1	 	1	 	 	29	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1514	5220	2	1	90	3	2	40	 	 	0	0	 	 	 	0	150	15	165	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	104	165	0	0	383,584648	1	1
